id,tweet,label
89976743,"@username mkpi, mpama, onye oshi.",Offensive
89976744,@username 😂😂😂😂😂 mugu onye nzuzu continue deceiving umu ewu,Offensive
89976745,@username enwe akatta.. obulu na ibu nwoke putaa gate nkwo nnewi bia kwuo ya n’ iru m..,Offensive
89976746,"@username i admit to it wholeheartedly, ọgwụ ka ana agwọ, i want them to call me onye ọgwụ ego 😂",Offensive
89976747,"@username mad man, you no know say nah ur mumu past, ewu awụsa. go and get sense before you drop any comment elsewhere. ozu nwụrụ anwụ",Offensive
89976748,@username kitikpa gbagbuo gi ebea....will you zuzu-out from here.,Offensive
89976749,"ọtụtụ ọma ụmụ nnem ná ụmụ nnam.... asị nọ ụbọsị ta kà ànyị ná abanye ife ndị oyibo ná akpọ ""next level"" nexe level nkà ga ewetelu anyị bụ ndị ndị ịgbọ ife ọma siite nà ụbọsị tata wa rukwe mgbe nyabu nwa ama dị ònye afọ njọ ọ nke ọchịchị nigeria",Normal
89976750,isi ewu okpa fufu ##url,Normal
89976751,"lmao rt @username : kitikpa gbagbuo gi der@username : awon oloshi!!..""@username : swansea and their useless defenders #sigh""”",Offensive
89976752,obi cubana  #yoruba   we are igbos not ndi ofe mmanu. great igbo  retweet if you are a true igbos ##url,Hate
89976753,😂😂 nne gi- nna gi ##url,Normal
89976754,@username a na ako. akuko mbe na agu,Normal
89976755,ofe nsala and pounded yam with nnukwu isi azu ndu n'agu m...biko onye siri?,Normal
89976756,@username 's hate for ndi ofe mmanu can win a war!!,Hate
89976757,ibu anu ohia . obu ndi di ka gi mere n'ala adi gi mma . iga gi abia na adonyere onye ori ukwu maka na iche na m'na ako ihe m'na ama gi. ibu a complete numbskull olukwu😜😜😜😜 ##url,Offensive
89976758,@username agwọ ocha mmamu sọọ kwa gị ọṅụ ebe ahụ. onye iberibe.,Offensive
89976759,deji oooo…ile mgbada #bbnaija,Offensive
89976760,@username nnukwu isi ukwa,Normal
89976761,@username mechie eze ule ndi biafraud,Offensive
89976762,@username agbawa ekete bu nwaanyi 🔥,Normal
89976763,@username nna gi ezi,Offensive
89976764,"@username onye nzuzu , kitikpa gbu kwa gi ebe ahu . i no blame you , i blame the village movies you act . get away",Offensive
89976765,@username adịghị m eji ntị anụ asịrị na,Normal
89976766,nwa eze ule anụ nwa ana akogheri ka. tueh... ##url,Offensive
89976767,"chaa chaa rt""@username : ńwańńe m ò'buro kwa tata, ńdi ahu eńweghi ísí. ""@username : o tata ka ima? rt""@username : ndi ofe mmanu bu ndi nzuzu.""",Hate
89976768,"@username otu nne gi there , mkpi hausa 😂😂",Offensive
89976769,"@username herro ada nwaanyi, ewela iwe mana e'neediri m your guidance and counselling na ndu m a ugbua ihotagho. bikonu kedu ka m ga esi nwete ife a? anyi ga ekwurita na ulo oru gi ka obu na inwe ulo ogwu ebe ina nyelu ndi ara dika m aka? treat as urgent, ife a di ezigbo mkpa ma chi 🙂",Normal
89976770,@username useless kaisha onukwu sokoto ewu awusa,Offensive
89976771,"but am yoruba""@username : oya lead the way""@username : make we create igbo sect?""@username : onye ori nri""@username : ofe akwu na rice di oku.""",Offensive
89976772,"@username otu nne gị, atụrụ ọhịa",Offensive
89976773,"yes... ""onye ala"" ""ewu"" ""anụ ọfịa"" ""ònye nzuzu""... they are plenty sha and i've not added curses ##url",Offensive
89976774,lol onye ekwurekwu ##url,Offensive
89976775,"nna gi muru gi! ""@username : ezue ka aha eri udele, atotue ngiga #iluigbo""",Normal
89976776,okwa otu akwukwua dógburu nne gi na nna gi na acho kwa idogbu gi nwa mgbe nta. ozu nkita. ##url,Offensive
89976777,lele nwa mkpi a..mtchww ##url,Offensive
89976778,😂😂😂😂 ekwensu enwe phone no..... this mfon guy is mad sha ##url,Normal
89976779,onye oshi rt @username :  torch on my mind....#christmasgift,Offensive
89976780,bush man.  onye ime ezi.  ime obodo na emesi ya ike. ##url,Offensive
89976781,otu mbekwu ike na-agba ọsọ karịa a oke bekee ma na e nwere oké mmiri ozuzo na-eru nso. ka ọ na emi ntị anụ ihe.,Normal
89976782,@username pardon gịnị?  noo we will penalize her for against our special umuada  we will be needing  hero 4carts life 5carts heineken 2carts small stout 2carts malt 5carts mineral 3carts  oji igbo 4pcs nzu 1pc udu 1pc oke na nnekwu ọkụkọ 2pcs nkwu ọcha 2jar small token of 5k,Normal
89976783,"@username ozu nwụrụ anwụ na esi is dika gi,, anụ ọhịa ziga umu nne gi ka fa je mebe olosho na kezi ka isi agwazim🤷🏾‍♀️ anu afia",Offensive
89976784,"mhh! mhh!! (kwachaa akpiri m)  ka m meenu ka unu mere, ka emesianu. (ndi akpiri....lee ha) ##url",Normal
89976785,@username atụrụ una no gị rest abi. ndị nzuzu fc. no brains fc,Offensive
89976786,"efere nkuwa isi aki oyibo. ""@username : *sips palmwine* ""@username : bojaaa my love ''@username """"",Normal
89976787,@username you didn't hear that mmiri ọkụ ọkụkọ spoilt faulks road😩,Normal
89976788,onye juu gi? ##url,Normal
89976789,ndi akpiri ego. ##url,Offensive
89976790,@username ọnụ ọjọọ unu twitter dikwanu egwu... damn!!,Offensive
89976791,@username ugwuanyi will soon say enugu will not vote for lp. ndi akpiri,Offensive
89976792,@username . gov obi okwute,Normal
89976793,@username iwu anu ohia. efulefu. ewu awusa. odubo fulani.,Offensive
89976794,"@username no be only division na subtraction,,, ewu ohiafia ..ndi ara",Offensive
89976795,"o dun, ofeke! sha lo sun ""@username : @username o daaro""",Offensive
89976796,@username jee gwa akwụnakwụna nne gị na ezi ọhịa nna gị. ozu nwụrụ anwụ dịka gị,Offensive
89976797,"e giri ngi mere nna, e giri ngi mere nna mu oo, ngbu e ndi usa na eso gbu mu oo, bia si ha na ibu chi mu oo",Offensive
89976798,"@username jerry, rie nsi onye mgbu 😏😒",Offensive
89976799,"nwa nza rijuo afo, ya chere chi ya aka mgba. ##url",Normal
89976800,ndi akpiri later dem go talk say na mmanya aruteghi ha...taaaaa usa ##url,Offensive
89976801,@username ikpu nne gi ere la..  nne gi bu ozu .. 😂😂😂😂,Offensive
89976802,"made this woman love anime.   now, gojo satoru don take my place as wallpaper.   umu nwaanyi di egwu.",Normal
89976803,"@username egwu adighi atu afo onwe buru uzo, mana anaeji ehihe achu ewu ojii. aka chukwu di n' aru gi onye ndu anyi. ozokwa, nmadu anaghi abu nwata na anu ogburu #chimaroke #ebeano #ebeanofam  #ebeanogenz",Normal
89976804,@username onye iberibe! efulefu!,Offensive
89976805,"buhari, nsigi rie nsi. ewu awusa. ##url",Offensive
89976806,agadi na agwo ofe. 🙄,Offensive
89976807,idris debt leading from the front unlike our own 'osisi kpọrọ nkụ'. ##url,Normal
89976808,@username r kelly onye oshi,Offensive
89976809,@username what exactly did he say wrongly. kitikpa gbagbuo gi chigorim ewu hausa,Offensive
89976810,"@username thunder gbagbuo gi dia, nkita ara tagbuo gi dia, usu mia gi onu dia....  ozu rere ere!",Offensive
89976811,"0_0* @username : aaa ree ye! ahh!! ahh!! rt ebuoe: bia ... i bu onye ofe mmanu ? * @username : se bi omo ana lo ti di olowo""""",Hate
89976812,@username ojuta isi nkita owelu agba ya mee gini,Normal
89976813,@username so pretty. nwaanyi oma🌹🌹🌹🌹,Normal
89976814,"@username ndi igbo are educated, ndi igbo abughi ndi ume ngwu, should i pray for ipob unknown gonmen to happen to you ?",Normal
89976815,"ndi ara ga na ekwu “change” even up till today, change gba ga oku! ndi ofe mmanu si ebe puo!!!",Hate
89976816,"@username rie nsi nne, gi na enyi gi nwoke!! u can imagine!",Offensive
89976817,"03/05/2020 igbo bible of nigeria daily scripture:  akwụkwọ nsọ  matiu 5:6 - ngọzi nādiri ndi agu ezi omume nāgu, ndi akpiri nākpọ kwa nku na ya: n'ihi na ndi ahu ka afọ gēju.  mt 5:6 -  blessed are those who hunger and thirst for righteousness, for they shall be filled. ##url",Normal
89976818,fisherman.. onye iberibe ##url,Offensive
89976819,onye iberibe unu wu rt @username : ivbie igbo vbe la dian o rt @username : ndi ara ka ha bu rt (cont) ##url,Offensive
89976820,@username 😂😂😂 ewu congo,Offensive
89976821,"lmao sharrap there amu mbakwe lk u""@username : @username mechie eze ule lol""",Offensive
89976822,ndi ofe mmanu juru everywhere na twitter! kai!,Hate
89976823,@username weakling =onye mgbu police= ndị eke driver=onye ọwa to be successful= igbu ozu lack of money=owu ite   omooo e plenty 😂😂,Offensive
89976824,@username onye kwụọ udị ka okwụ a omaghị ihe ona ekwụ maka na ndị ọfe mmanụ na ndị ugwụ anaghị ejị asụsụ ha egwụ egwụ. asụsụ ndị mba ozo na di mma isụ mgbe obara ụrụ.,Hate
89976825,@username anuohia ka nne na nna gi bu  nkita ara,Offensive
89976826,"ma ginwa kwa!""@username : lmao. ibu ajo nwanyi jay_u: kwuenu ma ha o ga anu chizzy: ndi usa. jiri nu nwayo ka abacha ju madu afo o! @username ",Offensive
89976827,lmao rt @username : maka ndi akpiri udele lmao rt @username : don't let them use puffpuff to kidnap u...,Offensive
89976828,"@username ndi ofe mmanu ndi eriri eri, happy slaves",Hate
89976829,@username you are such a useless fellow. the same akuna that gave birth to you. efulefu di ka gi. ofeke!  bia gwa anyi onye bu nna gi.,Offensive
89976830,@username the man bu dimkpa benin,Normal
89976831,@username ebeano na ese igbo.  ebeano na anwu nkpuru nmiri  ebeano na ata agbado plus cassava (apc) ma ka 'kwechiried' na pdp.  ebeano na akoyeri   ebeano bu onye eriri eri  ebeano bu onye ori.,Offensive
89976832,evil hungry people ndi akpiri ojo ##url,Offensive
89976833,e bugodu ezigbota onye mgbu karaka!!!!,Offensive
89976834,"ohanézè don get yoruba and hausa faction. no be small thing o.  ohanézè ndị ùgwù  and   ohanézè ndị ofe mmanụ  they're just endorsing candidates anyhow with the name ""ohanézè"".  e no go easy.",Hate
89976835,@username enwe gim onu ojoo o before amala apara igwe gi 😒,Normal
89976836,@username daalụ nwaanyị ọma.,Normal
89976837,@username hahahha... onukwu. onye iberibe,Offensive
89976838,onye oshi :( rt @username : yo!,Offensive
89976839,onye ọgwụ ego 🤣 ##url,Offensive
89976840,ifirichaa onu on monday you must sit at ##url is a must.ichoro ima aka .agba gi ose na amu nkita ara😆😆 ##url,Offensive
89976841,you should write in english cos you do not even know how to write igbo. ogini ka onye nke a na ede?   kitikpa lachaa gi anya. ina akpo nna gi coon. black american wannabe. ozu ##url,Offensive
89976842,"@username nna gi, nne gi, nnanna gi, bastards",Normal
89976843,@username ijikwa anya gi wee na achi ka onye agwu na eme?,Offensive
89976844,@username eze ule 😂,Offensive
89976845,can i be this emotional 😔  no. obi okwute ##url,Normal
89976846,"@username nwa mkpi gbawa afo onu ka onye nwe ya gbawa,ubochi ahia aga ama onye ga eji ibe ya aga",Normal
89976847,"ngọzi na -adịrị ndị agụụ ezi omume na -agụ na ndị akpịrị na -akpọ nkụ, n'ihi na afọ ga -eju ha.",Normal
89976848,@username usu mia go ọṅụ amosu,Offensive
89976849,@username efulefu ada nne gi ki wu,Offensive
89976850,"@username ụmụ igbo.. nwaada si na ọ bụ onye igbo,, bf ya bụrụ ofe mmanụ.. na fa abụọ na ekpe alakuba.. na màma bf ya kpọrọ ya asị 😏",Hate
89976851,@username strategy? imana ibu nnukwu onye nzuzu. okpara oma afo ya. obu soso akpa gi ka ina acho iwee kpooya strategy. kitikpa gbarie gi isi ebe ahu. strategy ibidoro tupu imuo nwa. ka strategy gbaagi gi ara ebe ahu. onye uzuzu.,Offensive
89976852,"asili na di unu mma na this app. 😂 anyways, i did not piachalu anything. anaghi'm eri otele nna nna bu aji ocha na amu na eri. chukwu aju. ka'm mmadu malu ebe nsogbu a si abia. ✌",Offensive
89976853,"@username ndị ekwulọbịa enwerọ ana.   that's why ha ejirọ ntị anụ this land is for sale, na ezinifite be anyị.",Normal
89976854,"afụghi nke emere, eme nke afụrụ, abụghị jee chụwa mgbada togo.  - @username ",Normal
89976855,@username yh ndi ofe mmanu,Hate
89976856,@username what's the nature of your madness mkpi nagbaru ora ewu! ##url,Offensive
89976857,obi bu ewu ##url,Offensive
89976858,"@username atụrụ mụrụ ebini gba aka nwa, mgbe oge ruoro amara mụ na gị onye bụ onye. fulani cow claiming to be onye igbo, biko jee jụọ nne gị onye tụrụ ya ime owee mụọ gị.",Normal
89976859,@username greenluck onye ọgwụ 💚👑,Offensive
89976860,@username gbam! uche gi no ya. nwa nza rijuru afo wee nwu chi ya ogu ma na chi ya a gaghi e nwe obi gbuo ya! o ka o buru na o mere amansi!,Normal
89976861,@username ewu kor ehi,Normal
89976862,"""as a graduate i refused to be ideal,i refused to be a prostitute""   just negodu ife agadi nwanyi noro odu dee. ike gwuru ##url",Normal
89976863,"@username ##url  energy queen, ogbeni wild udele one isi ndi gentleness oya coman use ur power elsewhere... no be only kobo kobo biz we go dey see u, come this way onye iberibe",Offensive
89976864,@username nna hapụ ndị ofe mmanụ. ndị ịmakwa na eziokwu adịghị ha na ọnụ.,Hate
89976865,"@username lmao, gị na ọnụ ọjọọ, you ended with a banger 😂",Offensive
89976866,@username gwa nna gi na ihuruya nanya maka na owu ya ka i choro maka obu ezigbote nwoke nwere oru oru oyigbo and amu ya toro ogologo,Normal
89976867,@username enyiaa kedu ka e ga esi ekwu okwu ahu ka onye iberibe ... how can you say his beautiful relationship will “ end in tears “ . that’s a joke to the extreme even if it was . mee ka nwa afo igbo azuru azu emezila ka ndi ugwu 👍,Hate
89976868,"@username maka chi, this man na agwọsi ọgwụ ike 😂 😂 😂. nwoke gbasiri ike!!!! i no wan hear anything!!! atiku and tinubu no dey understand this peter obi juju 😂 😂 😂. po onye ọgwụ!!! 😂 😂 😂",Offensive
89976869,@username ụsụ raakwa nne gị 😒  ewu. abeg gettat. atụrụ,Offensive
89976870,"""@username : onye agwu @username ft. @username n @username sicknessssssss""madan tin!",Offensive
89976871,@username etu a ka ọ dị. egbe belụ ugo belụ nke si ibe ya ebela nkụ kwaa ya. (onye na-asị ya gosi ya ebe ọ ga-ebe bụ onye aghụghọ.),Normal
89976872,@username ya mere nna gi ji pitoyarigide otu nne gi o muo gi bu ofeke!.,Offensive
89976873,"@username simple. ""onye mgbu""",Offensive
89976874,onye kwa de hate on igbos?  d person obu onye nzuzu? ##url,Offensive
89976875,@username more like isi nkita,Offensive
89976876,@username eziokwu. igbo so na nwa nza g'agba obara ka eko ya ha. aghaghi m inye aka hu n'asusu anyi guzoro chimm n'ihi girigiri b'ugwu onye eze.,Normal
89976877,@username ka chukwuokike abiama tie gi mgbada nwuru anwu n'isi. ewu palestine.,Offensive
89976878,imagine being served isi nkita as isi ewu 😂😂😂😂,Normal
89976879,"how much did you buy those kiddies glasses,? must be ₦30  onye iberibe..  le ka ọnụ ya dịka nke ụsụ ##url",Offensive
89976880,"@username ewu gboko  anu mpam  aturu  ewu awusa  ukwu crafish 😉😉😉😉😅  afa erika,  echefuolam ufodu.",Offensive
89976881,"@username i wu anu ohia mmadu, ozu ka gi nma",Offensive
89976882,@username ozunwuru anwu sachie eze oti gi  osiso!! 😏 look at the ezi bida na ewetere m onu!! udene!!! 😏 nne na nna gi ozu!!,Offensive
89976883,@username kitikpa gbagbuo gi there 😂.. anu!!!,Offensive
89976884,you are a very big idiot  . mpama.  ezi bida.. ekwensu  laacha  gi ike. onye iberibe ##url,Offensive
89976885,@username udele rikwa anu nne gi. ezi,Offensive
89976886,"@username can you please talk about agwụ? growing up, a stubborn person will be called, ""onye agwụ ịsị ji"". please explain better  cc: @username 🙏",Offensive
89976887,arteta is a stubborn goat. ewu awusa,Offensive
89976888,@username akwụna ọkụ 😂😂,Offensive
89976889,@username arc uche nkita okoroewu  selfish and greedy bastard  cry more 😂🤣 ezi bida ##url,Offensive
89976890,@username o ara na yi gi! anumaanu! isi okuko..isi nkita..isi ewu :p,Offensive
89976891,indomie + isi ewu + chilled coke.....,Normal
89976892,@username negi eze ule mechie,Offensive
89976893,"@username agadi nwoke bu nnukwu iti. suit and tie ubulu eke. a na-atu ilu si na aturu muru ebule gba aka nwa. nna gi bu iti, gba aka nwa. soro soke nitwit",Offensive
89976894,"@username i don't have talks with efulefu like you + i didn't tag you,aturu n'enweghi uche di ka gi",Offensive
89976895,rie nsi mebiri emebi!!! anu ohia nwuru anwu ##url,Offensive
89976896,"laycon, anụ a na-agba egbe,ọ na ata chewing gum. trikytee, ofu osisi kpọrọ nkụ ana- ene anya ọdịda, nke dị ndụ aburu daa 😅😅😅 #bbnaija",Normal
89976897,@username leave that onye mgbu 🤣,Offensive
89976898,"@username nkem bu ka mgbeshi. okpochirim, kpoyepum. mu gwa ya eziokwu, ya kpochikwa mu. obu onye aghugho, okenye na agwo ofe.",Offensive
89976899,"@username how dare you obfuscate and turn history on its head ezigbo ofeke ka ibu. onye iberibe,ndi ofe mmanu na akuziri aka na akpogi ezigbo mmadu.efulefu",Hate
89976900,"rochas okorocha is just a toothless bulldog. onye iberibe mmadu, onye nzuzu!!!!!!!!!!!",Offensive
89976901,@username nkita ara ka ibu ozu nwuru anwu n aga ije,Offensive
89976902,@username ezigbo onye mgbu dika gi,Offensive
89976903,@username you're the onye mgbu. mgbada. ezi,Offensive
89976904,@username especially ndi ofe mmanu. 🤣,Hate
89976905,"@username nnaa e mee m wayo. jụọ feche, ọ ya akolu gị. ọgwụgo mmili nnaa. agwọ no na akirika now.",Normal
89976906,@username nwanne okwu gi kwu oto! umu agafu na amaghi ihe.. soso isi nsi nama ndi awusa ha na-eri ka ha na-acho. ofu nkpuru ihere adighi na-anya onye ofe mmanu. ndi aburu onu ka ha bu! nekwa anyi! nee #biafra! nwanne m deje keteke! #biafraexit #ipob,Hate
89976907,lol. ewu awusa. mkpi abakiliki. ##url,Offensive
89976908,dimkpa rie nsi.....  dimkpa benin... ##url,Offensive
89976909,nne ibu onye ori...big men don't noise ...oyibo supu ##url,Offensive
89976910,"@username mechie onu gi osiso, eze ule",Offensive
89976911,@username happy birthday to peter obi okwute ndị igbo.,Normal
89976912,"@username ndị achina anaghị aza idoko, the guy bụ okpokoro ofeke, dimkpa benin",Offensive
89976913,"@username ndi nkem na ana na ihum golu bole na nnukwu isi azu, welu ofu bottle malt butuo ya, ike agwugo dibia uwa",Normal
89976914,700 ewu  cooog ##url,Normal
89976915,"if you're in the abroad and speak of hope in nigeria, ekwensu gá kpọ́ gí! onye nzuzu",Offensive
89976916,@username ibu ezigbo nkita ara olodo!!!,Offensive
89976917,@username ndi agadi siri ike o,Normal
89976918,@username i been know it since. onye ọgwụ ego.. 🤮🤮,Offensive
89976919,ndi usa juru ebe nile 🥱🥱 ##url,Offensive
89976920,@username including his akpa amu abi? otele,Offensive
89976921,yes o rt @username : lol! thank u bro rt @username : onye oshi!!! amen sha. rt @username : range (cont) ##url,Offensive
89976922,@username you meant na nna gi bu ezigbote itiboribo?,Offensive
89976923,"@username ah! ma mu na abughi onye igbo, onye ebe kam ga bu kwanu? onye ofe mmanu ka o bu onye ala ku ba? biko igbo amaka.",Hate
89976924,@username 😭😭😭😭😭 ọnwa i don't know that na ị nwere ọnụ ọjọọ,Offensive
89976925,@username ozu nna gi!!!,Offensive
89976926,@username you sabi them well. majority of them na cha ocha ka stew ndi ofe mmanu. obele ife asi gi dede mazi 😂😀,Hate
89976927,@username or a bowl of abacha with anu nchi or anu mgbada with cold maltina,Normal
89976928,@username nne gi ofeke  nna gi nukwu ofeke,Offensive
89976929,"@username dede ogu n'ile bu kwanu maka odimma anyi, ndi ugwu nwe ochichi 2019, 2023 bukwa nke ndi ofe mmanu. ebe ka anyi nu?",Hate
89976930,@username nya anyi bu ndi ųsa,Offensive
89976931,onye ka ana kpari ihe a? rt: @username : lol. ogini kwa? don't worry oh. o wu onye nzuzu :p -rt @username : mmmmsscchheee##url,Offensive
89976932,ejiro nnukwu isi ama isi gabu eze ##url,Normal
89976933,ukwa abụo dara otu mgbe bụ otu kuturu ibe ya. ube nwa nza bụ tịị. #igboproverbfriday ##url,Normal
89976934,@username onye rijuo afo onwee ike oji ekwu okwu. onukwube bu afa mmadu.,Normal
89976935,lool...onu ojoo rt @username : agadi na agwo ofe rt @username : mana this sulu aburozi umuazi,Offensive
89976936,"#ndiamumaugha.  i juta isi nkita,i were agba ya mee gini? #ukabuilu ##url",Normal
89976937,"onye-iberibe ""@username : onye ala ""@username : o gbasara gi ugochukwu rt @username """,Offensive
89976938,isi ewu joint 🤣🤣🤣... yours👇👇 ##url,Normal
89976939,@username ezi.. onye juu gi now?,Offensive
89976940,kitikpa gbagbuo gi na prayer there.  onuku!! ##url,Offensive
89976941,"@username sometimes i wepụta isi sef, ndị ịchọrọ i nyere aka ebee gị, akpọrọ gị onye ọgwụ ego, akpọọ gị drug dealer.",Offensive
89976942,owee gi iwe e tinye isi n'otele okuko,Offensive
89976943,@username 😂😂😂😂😂😂.. rapu onye agwu a .,Offensive
89976944,@username hapụ nwoke ọnụ ọjọọ..,Offensive
89976945,"lmao!! ""@username : nna gi rt @username : rie nsi ginni? ""@username : nwoke m rie nsi ( ˘̶̀ ̯˘̶́) rt @username : the boss has final",Offensive
89976946,@username odee a edeela nke a kpọrọ.. ọgazị amaka.. chebiri nke a niihina ihe anaghị akọ ebe ọ na-adị. ụkọọ jisie ike na ntute asụsụ igbo dị mkpa n'oge a. daalụ,Normal
89976947,"@username nne na nna gi bu ndi efulefu. zuzu può m n'anya biko. onye iberibe.  ifu cha onwe gi anya, and think you're somebody that should be bowed to, because????. i buro mmadu. ndi ara.",Offensive
89976948,isi ewu money ritual incoming..,Normal
89976949,"@username ozu kwe ka ọ hà, e lie ya n’oge .  however! gịnị kpatara m ga-eji akwaara onye ọ bụ nnukwu isi ákwá, ọ bụ m ga-eyi ya okpu ya?",Normal
89976950,"ọ bụghi ebe nile uche gara, ka ukwu n'aga .  maka ịchịpụta ede, abụghi ọkụkọ ya!  #saturdayproverbchallenge #iluigbo",Normal
89976951,rt @username : @username onye ala is means u r mad....start wit that*onye nzuzu - foolish person. onye iberibe - stupid/dumb person,Offensive
89976952,"@username afọ nke mụrụ onye iberibe dị ka gị ka ebere ya na emetara, ọnwa itoolu mana so ihe omuputara bu anu-ohia, atụrụ na enwere onye nche dika gị. ezimmuo",Offensive
89976953,"@username i juta isi nkita, i were agba ya mee gini?",Normal
89976954,"@username soludo don de beg us after 25 pages of rubbish about obi.   e eyes done clear, he don see tsunami obi.  obi no be anybody mate.  #anuohia  #onye iberibe   #obiphobia ##url",Offensive
89976955,looool onye oshi gbara ibe ya egbe ##url,Offensive
89976956,@username ofe oha na nnukwu isi ewu 🤤,Normal
89976957,mechipu eze ule gi there!! ##url,Offensive
89976958,"o tata ka ima? rt""@username : ndi ofe mmanu bu ndi nzuzu.""",Hate
89976959,nwannem jee rụọ agwụ gị.  jee chụọrọ agwụ be nna gị na ikwunne gị àjà ka ichawaa finally.  inye anyanwụ na agbara ọkụkọ ọcha ka ife mebezie...  stop dulling. ##url,Normal
89976960,"@username it pains as he didn't break his head join, that uche maduagwu bụ nnọọ ònye agwụ.",Offensive
89976961,@username oh wow. ndị mmụọ nkà hu dị ka nke ndị usa. obulu n'enu osisi udala ka ha bi. na wa o,Offensive
89976962,@username isi adịrọ gị mma this boy. just si ebea pụọ ozugbo.,Offensive
89976963,@username babe eche ma ibu don onye mgbada 🤣🤣,Offensive
89976964,fuck out jare... onye nzuzu  ##url,Offensive
89976965,"#idreamzmedia: “consumption of suya, isi-ewu, kilisi, ngwongwo killing nigerians” – minister of health warns ##url",Normal
89976966,"@username nwa nza rijuo afo, o’furu chi ya aka mgba",Normal
89976967,"ọ kwa nwata zọwa nke ya,  ọ bụrụ ajọ nwa. e sokwa m na-ekwusi ike sị o,  ""egbe bere, ugo bere ma nke sị ibe ya ebena nku kwaa ya.""",Normal
89976968,@username otele anu mpama.. onye nzuzu... ekwwensu kwo kwa ghi okudia.. mugu nwa beef.. cry me a river.. ##url,Offensive
89976969,@username nne gi na nna gi enwero isi. ezi bida,Offensive
89976970,@username dimkpa benin 😂,Normal
89976971,peter obi okwute is just pepper.,Normal
89976972,"brother nnamdi kanu, biko anyi enwere ike ipu ugbua ga buru nwa ... chi ejiela",Normal
89976973,efulefu @username biko la ro ulo. ga mara ama nna gi. ##url,Offensive
89976974,"ekwe onye ekpenta n'aka, ibi ọma agụba ya. / if a leper is offered a handshake he will want an embrace. [give an inch and they will take a mile.]",Normal
89976975,agwọ mia gị na ụmụ nna gi ọṅụ ##url,Offensive
89976976,@username asim isi aki oyibo nah banyere ife idelu,Offensive
89976977,@username who is nnamdi kanu people nwa ofe mmanu a? stay off my mention?,Hate
89976978,"@username onye oshi, udele, nkita ohia, brainless brainwashed ewu",Offensive
89976979,"@username unapologetic foodie , ọṅye ṅzụzụ 🌚",Offensive
89976980,@username ndi ofe mmanu ajoka,Hate
89976981,@username nekwa ka e yi onye gbo na avatar gi. tufia! eze ule :p :d,Offensive
89976982,@username nna gị mụrụ atụrụ kpọ ya nwa.,Offensive
89976983,atụrụ gbalu egwu na iru bee nna gi ##url,Normal
89976984,ewu congo! rt @username : dopieey anumanu kedu,Offensive
89976985,"nna men kwuola owèn gí aka, hapu ndi ofè mmanu ah 👊🏾 ##url",Hate
89976986,@username afụ ọnụ.. nnukwu isi. isi gate umuahia..,Offensive
89976987,@username what's is it with igbo men and ọnụ ọjọọ.. kee kwa nke bụ ozu? anyone who doesn't know would think it is a title..,Offensive
89976988,@username onye oshi na ama,Offensive
89976989,"@username anụmanụ, iche nọ i na akogheri, nkịta rifọrọ gị nsị, onye mgbu!",Offensive
89976990,"@username onukwu na amaro ihe. egbe eligwe gbaa wa gi ikpu. onye ara, mama gi onye ara, nna gi onye nzuzu. onye apari",Offensive
89976991,@username ok nah... war start usu efulefu osu nwanmefu onye iberibe oniranu 😁😁😁😁😁😁,Offensive
89976992,lmao. why u no lock comment section. agadi na agwo ofe ##url,Offensive
89976993,you are very foolish and stupid idiot ezi ohia onukwu illiterate big for nothing chineke kpo gi na simon ekperima oku onye oshi ##url,Offensive
89976994,"smh...some guys are just foolish""@username : ndi ofe mmanu ( -̩̩̩͡˛ -̩̩̩͡) @username : o_o rt @username : wtf ##url",Hate
89976995,"@username certainly, my governor. i await your ascension to lead anambra soon. @username is a one term governor na aha jisos christ bu onye nwaanyi. amen",Normal
89976996,@username ewu drop post code  na ezuzu,Offensive
89976997,@username ndi usa ogini di....,Offensive
89976998,"@username onye mgbu!!! see him mouth like ""subscribe""😂",Offensive
89976999,onye ori okuko ##url,Offensive
89977000,"@username hapu ewu ahu. ochoro igwa anyi ihe anyi ga eme. amakwam na obu onye ""ofe mmanu""",Hate
89977001,@username isi ewu for a woman that just deliver?? isi ewu? ok naa,Normal
89977002,judi judi isi ewu obu ego ole ?  chicken na ugba agwọlu agwọ fa ncha ọbu ego ole ? 😒😒😒,Normal
89977003,"@username nne gị, ozu nwụrụ anwụ.",Offensive
89977004,"lmao... if u know wat she said ehnnnn ""@username : eyyyyah dis geh yaff kolo ""@username : bukola ga na'me ka onye ala..onye iberibe""""",Offensive
89977005,lezienụ anya maka ndị amụma ụgha ndị na-abịakwute gị n'uwe atụrụ ma n'ime ha bụ anụ ọhịa wolf na-emebi emebi.,Offensive
89977006,@username show us video. anumanu ndi delta. ezi bida. onye ara. okpo. kitikpa gbagbuo gi there.   onye nzuzu. aturu enwero onye nche. nwuo n' abalia.,Offensive
89977007,@username chere ka ndi army meet e gi.. onye ara ogidi    beyond 2023 you people will keep wailing. let your simon dare step foot into nigeria if he is not afraid. where is your mazi ??🤣🤡🤣🤡🤣😂  nna gi rie nsi rejuo ya onu   nikita ara,Offensive
