,id,tweet,Majority_Sentiment
2408,89976866,@username gwa nna gi na ihuruya nanya maka na owu ya ka i choro maka obu ezigbote nwoke nwere oru oru oyigbo and amu ya toro ogologo,Normal
2409,89976867,@username enyiaa kedu ka e ga esi ekwu okwu ahu ka onye iberibe ... how can you say his beautiful relationship will “ end in tears “ . that’s a joke to the extreme even if it was . mee ka nwa afo igbo azuru azu emezila ka ndi ugwu 👍,Hate
2410,89976868,"@username maka chi, this man na agwọsi ọgwụ ike 😂 😂 😂. nwoke gbasiri ike!!!! i no wan hear anything!!! atiku and tinubu no dey understand this peter obi juju 😂 😂 😂. po onye ọgwụ!!! 😂 😂 😂",Abuse
2411,89976869,@username ụsụ raakwa nne gị 😒  ewu. abeg gettat. atụrụ,Abuse
2412,89976870,"""@username : onye agwu @username ft. @username n @username sicknessssssss""madan tin!",Abuse
2413,89976871,@username etu a ka ọ dị. egbe belụ ugo belụ nke si ibe ya ebela nkụ kwaa ya. (onye na-asị ya gosi ya ebe ọ ga-ebe bụ onye aghụghọ.),Normal
2414,89976872,@username ya mere nna gi ji pitoyarigide otu nne gi o muo gi bu ofeke!.,Abuse
2415,89976873,"@username simple. ""onye mgbu""",Abuse
2416,89976874,onye kwa de hate on igbos?  d person obu onye nzuzu? ##url,Abuse
2417,89976875,@username more like isi nkita,Abuse
2418,89976876,@username eziokwu. igbo so na nwa nza g'agba obara ka eko ya ha. aghaghi m inye aka hu n'asusu anyi guzoro chimm n'ihi girigiri b'ugwu onye eze.,Normal
2419,89976877,@username ka chukwuokike abiama tie gi mgbada nwuru anwu n'isi. ewu palestine.,Abuse
2420,89976878,imagine being served isi nkita as isi ewu 😂😂😂😂,Normal
2421,89976879,"how much did you buy those kiddies glasses,? must be ₦30  onye iberibe..  le ka ọnụ ya dịka nke ụsụ ##url",Abuse
2422,89976880,"@username ewu gboko  anu mpam  aturu  ewu awusa  ukwu crafish 😉😉😉😉😅  afa erika,  echefuolam ufodu.",Abuse
2423,89976881,"@username i wu anu ohia mmadu, ozu ka gi nma",Abuse
2424,89976882,@username ozunwuru anwu sachie eze oti gi  osiso!! 😏 look at the ezi bida na ewetere m onu!! udene!!! 😏 nne na nna gi ozu!!,Abuse
2425,89976883,@username kitikpa gbagbuo gi there 😂.. anu!!!,Abuse
2426,89976884,you are a very big idiot  . mpama.  ezi bida.. ekwensu  laacha  gi ike. onye iberibe ##url,Abuse
2427,89976885,@username udele rikwa anu nne gi. ezi,Abuse
2428,89976886,"@username can you please talk about agwụ? growing up, a stubborn person will be called, ""onye agwụ ịsị ji"". please explain better  cc: @username 🙏",Abuse
2429,89976887,arteta is a stubborn goat. ewu awusa,Abuse
2430,89976888,@username akwụna ọkụ 😂😂,Abuse
2431,89976889,@username arc uche nkita okoroewu  selfish and greedy bastard  cry more 😂🤣 ezi bida ##url,Abuse
2432,89976890,@username o ara na yi gi! anumaanu! isi okuko..isi nkita..isi ewu :p,Abuse
2433,89976891,indomie + isi ewu + chilled coke.....,Normal
2434,89976892,@username negi eze ule mechie,Abuse
2435,89976893,"@username agadi nwoke bu nnukwu iti. suit and tie ubulu eke. a na-atu ilu si na aturu muru ebule gba aka nwa. nna gi bu iti, gba aka nwa. soro soke nitwit",Abuse
2436,89976894,"@username i don't have talks with efulefu like you + i didn't tag you,aturu n'enweghi uche di ka gi",Abuse
2437,89976895,rie nsi mebiri emebi!!! anu ohia nwuru anwu ##url,Abuse
2438,89976896,"laycon, anụ a na-agba egbe,ọ na ata chewing gum. trikytee, ofu osisi kpọrọ nkụ ana- ene anya ọdịda, nke dị ndụ aburu daa 😅😅😅 #bbnaija",Normal
2439,89976897,@username leave that onye mgbu 🤣,Abuse
2440,89976898,"@username nkem bu ka mgbeshi. okpochirim, kpoyepum. mu gwa ya eziokwu, ya kpochikwa mu. obu onye aghugho, okenye na agwo ofe.",Abuse
2441,89976899,"@username how dare you obfuscate and turn history on its head ezigbo ofeke ka ibu. onye iberibe,ndi ofe mmanu na akuziri aka na akpogi ezigbo mmadu.efulefu",Hate
2442,89976900,"rochas okorocha is just a toothless bulldog. onye iberibe mmadu, onye nzuzu!!!!!!!!!!!",Abuse
2443,89976901,@username nkita ara ka ibu ozu nwuru anwu n aga ije,Abuse
2444,89976902,@username ezigbo onye mgbu dika gi,Abuse
2445,89976903,@username you're the onye mgbu. mgbada. ezi,Abuse
2446,89976904,@username especially ndi ofe mmanu. 🤣,Hate
2447,89976905,"@username nnaa e mee m wayo. jụọ feche, ọ ya akolu gị. ọgwụgo mmili nnaa. agwọ no na akirika now.",Normal
2448,89976906,@username nwanne okwu gi kwu oto! umu agafu na amaghi ihe.. soso isi nsi nama ndi awusa ha na-eri ka ha na-acho. ofu nkpuru ihere adighi na-anya onye ofe mmanu. ndi aburu onu ka ha bu! nekwa anyi! nee #biafra! nwanne m deje keteke! #biafraexit #ipob,Hate
2449,89976907,lol. ewu awusa. mkpi abakiliki. ##url,Abuse
2450,89976908,dimkpa rie nsi.....  dimkpa benin... ##url,Abuse
2451,89976909,nne ibu onye ori...big men don't noise ...oyibo supu ##url,Abuse
2452,89976910,"@username mechie onu gi osiso, eze ule",Abuse
2453,89976911,@username happy birthday to peter obi okwute ndị igbo.,Normal
2454,89976912,"@username ndị achina anaghị aza idoko, the guy bụ okpokoro ofeke, dimkpa benin",Abuse
2455,89976913,"@username ndi nkem na ana na ihum golu bole na nnukwu isi azu, welu ofu bottle malt butuo ya, ike agwugo dibia uwa",Normal
2456,89976914,700 ewu  cooog ##url,Normal
2457,89976915,"if you're in the abroad and speak of hope in nigeria, ekwensu gá kpọ́ gí! onye nzuzu",Abuse
2458,89976916,@username ibu ezigbo nkita ara olodo!!!,Abuse
2459,89976917,@username ndi agadi siri ike o,Normal
2460,89976918,@username i been know it since. onye ọgwụ ego.. 🤮🤮,Abuse
2461,89976919,ndi usa juru ebe nile 🥱🥱 ##url,Abuse
2462,89976920,@username including his akpa amu abi? otele,Abuse
2463,89976921,yes o rt @username : lol! thank u bro rt @username : onye oshi!!! amen sha. rt @username : range (cont) ##url,Abuse
2464,89976922,@username you meant na nna gi bu ezigbote itiboribo?,Abuse
2465,89976923,"@username ah! ma mu na abughi onye igbo, onye ebe kam ga bu kwanu? onye ofe mmanu ka o bu onye ala ku ba? biko igbo amaka.",Hate
2466,89976924,@username 😭😭😭😭😭 ọnwa i don't know that na ị nwere ọnụ ọjọọ,Abuse
2467,89976925,@username ozu nna gi!!!,Abuse
2468,89976926,@username you sabi them well. majority of them na cha ocha ka stew ndi ofe mmanu. obele ife asi gi dede mazi 😂😀,Hate
2469,89976927,@username or a bowl of abacha with anu nchi or anu mgbada with cold maltina,Normal
2470,89976928,@username nne gi ofeke  nna gi nukwu ofeke,Abuse
2471,89976929,"@username dede ogu n'ile bu kwanu maka odimma anyi, ndi ugwu nwe ochichi 2019, 2023 bukwa nke ndi ofe mmanu. ebe ka anyi nu?",Hate
2472,89976930,@username nya anyi bu ndi ųsa,Abuse
2473,89976931,onye ka ana kpari ihe a? rt: @username : lol. ogini kwa? don't worry oh. o wu onye nzuzu :p -rt @username : mmmmsscchheee##url,Abuse
2474,89976932,ejiro nnukwu isi ama isi gabu eze ##url,Normal
2475,89976933,ukwa abụo dara otu mgbe bụ otu kuturu ibe ya. ube nwa nza bụ tịị. #igboproverbfriday ##url,Normal
2476,89976934,@username onye rijuo afo onwee ike oji ekwu okwu. onukwube bu afa mmadu.,Normal
2477,89976935,lool...onu ojoo rt @username : agadi na agwo ofe rt @username : mana this sulu aburozi umuazi,Abuse
2478,89976936,"#ndiamumaugha.  i juta isi nkita,i were agba ya mee gini? #ukabuilu ##url",Normal
2479,89976937,"onye-iberibe ""@username : onye ala ""@username : o gbasara gi ugochukwu rt @username """,Abuse
2480,89976938,isi ewu joint 🤣🤣🤣... yours👇👇 ##url,Normal
2481,89976939,@username ezi.. onye juu gi now?,Abuse
2482,89976940,kitikpa gbagbuo gi na prayer there.  onuku!! ##url,Abuse
2483,89976941,"@username sometimes i wepụta isi sef, ndị ịchọrọ i nyere aka ebee gị, akpọrọ gị onye ọgwụ ego, akpọọ gị drug dealer.",Abuse
2484,89976942,owee gi iwe e tinye isi n'otele okuko,Abuse
2485,89976943,@username 😂😂😂😂😂😂.. rapu onye agwu a .,Abuse
2486,89976944,@username hapụ nwoke ọnụ ọjọọ..,Abuse
2487,89976945,"lmao!! ""@username : nna gi rt @username : rie nsi ginni? ""@username : nwoke m rie nsi ( ˘̶̀ ̯˘̶́) rt @username : the boss has final",Abuse
2488,89976946,@username odee a edeela nke a kpọrọ.. ọgazị amaka.. chebiri nke a niihina ihe anaghị akọ ebe ọ na-adị. ụkọọ jisie ike na ntute asụsụ igbo dị mkpa n'oge a. daalụ,Normal
2489,89976947,"@username nne na nna gi bu ndi efulefu. zuzu può m n'anya biko. onye iberibe.  ifu cha onwe gi anya, and think you're somebody that should be bowed to, because????. i buro mmadu. ndi ara.",Abuse
2490,89976948,isi ewu money ritual incoming..,Normal
2491,89976949,"@username ozu kwe ka ọ hà, e lie ya n’oge .  however! gịnị kpatara m ga-eji akwaara onye ọ bụ nnukwu isi ákwá, ọ bụ m ga-eyi ya okpu ya?",Normal
2492,89976950,"ọ bụghi ebe nile uche gara, ka ukwu n'aga .  maka ịchịpụta ede, abụghi ọkụkọ ya!  #saturdayproverbchallenge #iluigbo",Normal
2493,89976951,rt @username : @username onye ala is means u r mad....start wit that*onye nzuzu - foolish person. onye iberibe - stupid/dumb person,Abuse
2494,89976952,"@username afọ nke mụrụ onye iberibe dị ka gị ka ebere ya na emetara, ọnwa itoolu mana so ihe omuputara bu anu-ohia, atụrụ na enwere onye nche dika gị. ezimmuo",Abuse
2495,89976953,"@username i juta isi nkita, i were agba ya mee gini?",Normal
2496,89976954,"@username soludo don de beg us after 25 pages of rubbish about obi.   e eyes done clear, he don see tsunami obi.  obi no be anybody mate.  #anuohia  #onye iberibe   #obiphobia ##url",Abuse
2497,89976955,looool onye oshi gbara ibe ya egbe ##url,Abuse
2498,89976956,@username ofe oha na nnukwu isi ewu 🤤,Normal
2499,89976957,mechipu eze ule gi there!! ##url,Abuse
2500,89976958,"o tata ka ima? rt""@username : ndi ofe mmanu bu ndi nzuzu.""",Hate
2501,89976959,nwannem jee rụọ agwụ gị.  jee chụọrọ agwụ be nna gị na ikwunne gị àjà ka ichawaa finally.  inye anyanwụ na agbara ọkụkọ ọcha ka ife mebezie...  stop dulling. ##url,Normal
2502,89976960,"@username it pains as he didn't break his head join, that uche maduagwu bụ nnọọ ònye agwụ.",Abuse
2503,89976961,@username oh wow. ndị mmụọ nkà hu dị ka nke ndị usa. obulu n'enu osisi udala ka ha bi. na wa o,Abuse
2504,89976962,@username isi adịrọ gị mma this boy. just si ebea pụọ ozugbo.,Abuse
2505,89976963,@username babe eche ma ibu don onye mgbada 🤣🤣,Abuse
2506,89976964,fuck out jare... onye nzuzu  ##url,Abuse
2507,89976965,"#idreamzmedia: “consumption of suya, isi-ewu, kilisi, ngwongwo killing nigerians” – minister of health warns ##url",Normal
2508,89976966,"@username nwa nza rijuo afo, o’furu chi ya aka mgba",Normal
2509,89976967,"ọ kwa nwata zọwa nke ya,  ọ bụrụ ajọ nwa. e sokwa m na-ekwusi ike sị o,  ""egbe bere, ugo bere ma nke sị ibe ya ebena nku kwaa ya.""",Normal
2510,89976968,@username otele anu mpama.. onye nzuzu... ekwwensu kwo kwa ghi okudia.. mugu nwa beef.. cry me a river.. ##url,Abuse
2511,89976969,@username nne gi na nna gi enwero isi. ezi bida,Abuse
2512,89976970,@username dimkpa benin 😂,Normal
2513,89976971,peter obi okwute is just pepper.,Normal
2514,89976972,"brother nnamdi kanu, biko anyi enwere ike ipu ugbua ga buru nwa ... chi ejiela",Normal
2515,89976973,efulefu @username biko la ro ulo. ga mara ama nna gi. ##url,Abuse
2516,89976974,"ekwe onye ekpenta n'aka, ibi ọma agụba ya. / if a leper is offered a handshake he will want an embrace. [give an inch and they will take a mile.]",Normal
2517,89976975,agwọ mia gị na ụmụ nna gi ọṅụ ##url,Abuse
2518,89976976,@username asim isi aki oyibo nah banyere ife idelu,Abuse
2519,89976977,@username who is nnamdi kanu people nwa ofe mmanu a? stay off my mention?,Hate
2520,89976978,"@username onye oshi, udele, nkita ohia, brainless brainwashed ewu",Abuse
2521,89976979,"@username unapologetic foodie , ọṅye ṅzụzụ 🌚",Abuse
2522,89976980,@username ndi ofe mmanu ajoka,Hate
2523,89976981,@username nekwa ka e yi onye gbo na avatar gi. tufia! eze ule :p :d,Abuse
2524,89976982,@username nna gị mụrụ atụrụ kpọ ya nwa.,Abuse
2525,89976983,atụrụ gbalu egwu na iru bee nna gi ##url,Normal
2526,89976984,ewu congo! rt @username : dopieey anumanu kedu,Abuse
2527,89976985,"nna men kwuola owèn gí aka, hapu ndi ofè mmanu ah 👊🏾 ##url",Hate
2528,89976986,@username afụ ọnụ.. nnukwu isi. isi gate umuahia..,Abuse
2529,89976987,@username what's is it with igbo men and ọnụ ọjọọ.. kee kwa nke bụ ozu? anyone who doesn't know would think it is a title..,Abuse
2530,89976988,@username onye oshi na ama,Abuse
2531,89976989,"@username anụmanụ, iche nọ i na akogheri, nkịta rifọrọ gị nsị, onye mgbu!",Abuse
2532,89976990,"@username onukwu na amaro ihe. egbe eligwe gbaa wa gi ikpu. onye ara, mama gi onye ara, nna gi onye nzuzu. onye apari",Abuse
2533,89976991,@username ok nah... war start usu efulefu osu nwanmefu onye iberibe oniranu 😁😁😁😁😁😁,Abuse
2534,89976992,lmao. why u no lock comment section. agadi na agwo ofe ##url,Abuse
2535,89976993,you are very foolish and stupid idiot ezi ohia onukwu illiterate big for nothing chineke kpo gi na simon ekperima oku onye oshi ##url,Abuse
2536,89976994,"smh...some guys are just foolish""@username : ndi ofe mmanu ( -̩̩̩͡˛ -̩̩̩͡) @username : o_o rt @username : wtf ##url",Hate
2537,89976995,"@username certainly, my governor. i await your ascension to lead anambra soon. @username is a one term governor na aha jisos christ bu onye nwaanyi. amen",Normal
2538,89976996,@username ewu drop post code  na ezuzu,Abuse
2539,89976997,@username ndi usa ogini di....,Abuse
2540,89976998,"@username onye mgbu!!! see him mouth like ""subscribe""😂",Abuse
2541,89976999,onye ori okuko ##url,Abuse
2542,89977000,"@username hapu ewu ahu. ochoro igwa anyi ihe anyi ga eme. amakwam na obu onye ""ofe mmanu""",Hate
2543,89977001,@username isi ewu for a woman that just deliver?? isi ewu? ok naa,Normal
2544,89977002,judi judi isi ewu obu ego ole ?  chicken na ugba agwọlu agwọ fa ncha ọbu ego ole ? 😒😒😒,Normal
2545,89977003,"@username nne gị, ozu nwụrụ anwụ.",Abuse
2546,89977004,"lmao... if u know wat she said ehnnnn ""@username : eyyyyah dis geh yaff kolo ""@username : bukola ga na'me ka onye ala..onye iberibe""""",Abuse
2547,89977005,lezienụ anya maka ndị amụma ụgha ndị na-abịakwute gị n'uwe atụrụ ma n'ime ha bụ anụ ọhịa wolf na-emebi emebi.,Abuse
2548,89977006,@username show us video. anumanu ndi delta. ezi bida. onye ara. okpo. kitikpa gbagbuo gi there.   onye nzuzu. aturu enwero onye nche. nwuo n' abalia.,Abuse
2549,89977007,@username chere ka ndi army meet e gi.. onye ara ogidi    beyond 2023 you people will keep wailing. let your simon dare step foot into nigeria if he is not afraid. where is your mazi ??🤣🤡🤣🤡🤣😂  nna gi rie nsi rejuo ya onu   nikita ara,Abuse
2550,89977008,anụ ọhịa anụ ọhịa mbụ mbụ ghost tiori tiori   ngwurugwu → ụdị nsị nsị   ice t → adị m mma na hypnosis   ike gwụrụ anyị • ahụ ike = hp na akụkụ anụ ahụ adịghị ala   enwere m ike ịgba ya ọkụ?  → foto nke pokemon nke mmụọ bụ nwa na agba   ka anyị,Abuse
2551,89977009,ọkwá maka ndị akpịrị ogologo. #freennamdikanu ##url,Abuse
2552,89977010,"@username nne, o bu onye ara, enweghi m oge ka m gwa gi ife. ara ga gba ndi ara. ndi nzuzu ha nwe ishi ako n'uche.ofe mmanu bu ofe mmanu.ogbanje kaobu",Hate
2553,89977011,"instead of champagne, na pami.. instead of shawanma na bush meat anu nchi,anu mgbada.. instead of salad my bby, abacha agworagwo ya na ugba",Normal
2554,89977012,@username ị bụ onye nzuzu na nnukwu na nke ahụ,Abuse
2555,89977013,@username 0759446702 mgbada chijioke anyigor access bank,Normal
2556,89977014,dimkpa benin 🤦🏾‍♂️ ##url,Normal
2557,89977015,@username ogunlesson onye mgbu,Abuse
2558,89977016,that feral jack is the real definition of agadi nwoke na agwo ofe.,Abuse
2559,89977017,ama ala parakwa igwe nna gi. efulefu ##url,Abuse
2560,89977018,"ihe ahụ ị na eme nwa gi, e me gị ya, ọ ga adị gị mma?  ọ bụrụ na nne na nna gị ejighị asụsụ igbo zụlite gị, kedụ ka anya na imi kaarị ị dị gị taa dịka okenye? #subaasusugi",Normal
2561,89977019,@username nekwa nù efulefu nke à. ebeè kwà kà onyè mgbù à sì maputà???,Abuse
2562,89977020,"@username you know why i typed in igbo, ur father need to see this!  mgbe ulo no n’udo udo a ghaghi etolite, mgbe nwanyi gbara akwụna n’amụta ya n’ezie ọchichị, yabụ nwata nwoke nna gị abụghị nke gị, fulani bụ nne gị onye azụ ahịa anaghị asị asị buhari o nwere ike nna gị",Normal
2563,89977021,@username ajị ọtụ nne gị shigbukwe gị there.  defeatist mentality is far more better than the slave mentality that you have. anụ ọhia nwụrụ anwụ!,Abuse
2564,89977022,@username biko pịaa mụ location na dm... maka ndị ụsa,Abuse
2565,89977023,"@username ijuta isi nkita, iji aba ya eme gini? #igbo",Normal
2566,89977024,@username mgbada chijioke anyigor 0759446702 access bank  am from ebonyi state,Normal
2567,89977025,smh isi ewu 😒,Normal
2568,89977026,@username o bu so isi mbe ka otara?obi okwute,Normal
2569,89977027,onye nzuzu fuck ass,Abuse
2570,89977028,#forums #systemeuro i nwere ike ide n'asụsụ ala nna gị n'ihi na ozugbo sụgharịrị gaa n'asụsụ nile. ọ bụ #free ##url,Normal
2571,89977029,isi aki oyibo rt @username : @username lmfaaoo enu ohia.,Abuse
2572,89977030,hahaha ndia bu kwa ndi akpiri ego. rt @username : @username yep hand the money to her ryt nw,Abuse
2573,89977031,amadioha kpöö gi oku.  ozu nwuru anwu kaa gi nma. akutu be gi ihe mbu ya mere i ji ekwu odiri okwu a.  iberibe dajie gi ùkwu ebe ahu anu ohia. ##url,Abuse
2574,89977032,"@username ezigbo ofeke, anụ ọhịa. lol 🤣 #tachapower #powertacha #bigtachareunion  #tacha  tacha",Abuse
2575,89977033,idiot ezi ohia onukwu chineke kpo gi oku simon ekperima onye oshi ##url,Abuse
2576,89977034,"ha na-eme oke nkpotu,sigbo onwegha n'usi rt""@username : ike gwuru ndi ahu o! ihe ha na asó-m-oyi eh! rt @username : ndi ofe mmanu.""",Hate
2577,89977035,@username udele mmuo 🔥,Abuse
2578,89977036,peter obi okwute nigeria 🇳🇬.,Normal
2579,89977037,@username o ofe mmanu?,Hate
2580,89977038,@username just shurrup 🤫 we all know you’re igbo osiso. omo ibo forming ndi ofe mmanu,Hate
2581,89977039,@username ne godu ezi a... ewu hausa... ada iberibe onye nzuzu.... akwuna ndi apc,Hate
2582,89977040,"daalu ""@username : ""chaiiiii ndo nwanne | @username : this life is hard. after psyching igbo babes, she called me ofe mmanu""""",Hate
2583,89977041,"@username gwaya nne gi na nna gi, ma o burukwa na ha ka di ndu.  mana tupu nke ahu. kitikpa gbawapugodi gi anya. otoro kwupukwa ndi n'ille ihuru n'anya, my gee😊.  imere isi ka okpu-nna-bu-enyi, my boss😊",Abuse
2584,89977042,"@username akwụna iweka onitsha, otolo na enwero nne na nna gbalie gị ọtụ. anụ ọhịa, ezi bida, monkey ebili ekwe, ozu nwụrụ anwụ",Abuse
2585,89977043,@username onye iberibe you global now,Abuse
2586,89977044,lmfao please tell your zulu sister! onye iberibe ##url,Abuse
2587,89977045,"o kwa nwa nza buwe, o dika o ga-aka nne ya! #igbo #tweetigbo",Normal
2588,89977046,this one na thief onye ori ##url,Abuse
2589,89977047,ndi nzuzu ebidogo!  ezibida.  onye apari chineke ga akpo oku.  kitikpa ga afa agbachapu gi na ndi ozo anya.  ewu ogboro. ##url,Abuse
2590,89977048,"lool""@username : lol. ishi mala rt @username : bia ka m kpuo gi isi akpulu alubart ""@username : i didn't get a haircut, my monday is ruined",Normal
2591,89977049,"@username ajo nwa si owere ba nne ya afo, ofeke agu",Abuse
2592,89977050,"@username nna gi bu ofeke, ofeke njali!",Abuse
2593,89977051,"@username get away you, anụ ọhịa,  may buhari happen to your family, atụrụ",Abuse
2594,89977052,@username otile! mkpi awusa,Abuse
2595,89977053,"@username onye nụọ ajọ nwanyị, nya abịana emechi anyị ntị. your should have done your due deligence before marrying her.",Abuse
2596,89977054,@username onye iberibe aturu tara uche ya,Abuse
2597,89977055,@username kedụ ihe onye mgbu ahụ ga emere m... ọ na eke nwaanyị?,Abuse
2598,89977056,"""isi ewu adi efufu n'ime ofe"".",Normal
2599,89977057,@username yet you put his tweets on notifications  onye mgbu,Abuse
2600,89977058,"@username lmao 😂 kitikpa o ji ukwu eje, i nwere amu e ji ala fat ladies, rijugonu afo. onye mgbu",Abuse
2601,89977059,"@username onye ala siri na ya enweghi ihe o ga agwa onye ji mma agaghali na akuku ya, rue mgbe o cholu isi ya acho. ndi ofe mmanu, ututu oma nu oh  odibo huru ebe eji mbazu egwuru odibo ibe ya ili na achi ochi, o chere na ubochi onwuru ka achowa ogu?  mgbe onye ji tete, bu ututu ya",Hate
2602,89977060,@username iwu ezigbo anu ohia. udele na usu ka gi nma. idiot na enweghi sense. how can you be okay using your own hand to destroy your land in the name of fighting for freedom? nne muru gi gba aka.,Abuse
2603,89977061,"@username eze nnunnu, @username nwa nza! lmao",Abuse
2604,89977062,e say ekwensu😂😂😂😂😂 ##url,Normal
2605,89977063,@username onye ofe mmanu nkaa osi na ogini????si ya rijuo nsi afo..akpo ndi bu mmadu ya onye nkea aputa..anumandu,Hate
2606,89977064,"@username enwerom efe onye iberibe. ona egosi na nna gi ahuro gi na anya, nke imakwanu nna gi...",Abuse
2607,89977065,@username ezigbo onye agwu 😂,Abuse
2608,89977066,@username nnukwu isi. 😜,Abuse
2609,89977067,"@username apịa fechaa n'elu, ọ lata n'ala kpaa nri. ụbọchị a mụrụ dike, ka a mụrụ dike ibe ya na mba. ya marakwa na nwa nza na-eto ọ dịka ọ ga-aka nne ya. nwa na-eri ahụhụ ma mgbe ọ nwụrụ, ahụhụ e rie nwa nza. ekwuchaa m.",Normal
2610,89977068,"let me even talk about what i detest in this life, maybe a red flag 🚩 🚩 🚩 🚩 a big man in my area then, was fond of helping people, and at a time, rumours started flying na ọ bụ onye ọgwụ ego, ọ jikwa anara ndị mmadụ akara aka ha. he heard it and stopped helping. then, ##url",Abuse
2611,89977069,@username you’re still here? onye agwu.,Abuse
2612,89977070,@username nna gi na nne gi bu ndi ala. umunne gi nile bu nkita ofia. ginwa bu ozu nwuru anwu.,Abuse
2613,89977071,dimkpa nwoke ha ka gị e gbufu ọkụkọ 🤦🏾‍♂️ ##url,Normal
2614,89977072,@username kitikpa gbagbue gi first. i na adi ka ozu nwuru anwu.,Abuse
2615,89977073,echere m na m na-ahụ echi...ka ndị nkịta na-ehi ụra ụgha #chukajucev_grams #igbo #ramadan2023 #naijaforum #igbokwenu #ggmu ##url,Normal
2616,89977074,"mechie eze ule gi dere""@username : @username go to bed""",Abuse
2617,89977075,"@username the nwa nza amaghị na isi ya bụ isi udene. sọ ozu ka aga eji isi ya wéé lié, ozu ọnye tóọ arụ,  for that matter sef!",Normal
2618,89977076,mechie eze ule gị ahụ ##url,Abuse
2619,89977077,"@username tufiakwa, nkita ara",Abuse
2620,89977078,"igbo na ekwu si na nwa nza rijuo afọ, ochere chị ya aka mgba, #iluigbo   #freemazinnamdikanunow #freemazinnamdikanunow #freemazinnamdikanunow #freemazinnamdikanunow #freemazinnamdikanunow #freemazinnamdikanunow",Normal
2621,89977079,@username chief inwe kwa nu ọnụ ọjọọ 😭😭😭😂,Abuse
2622,89977080,@username ọ bụ ndị akpịrị ga e je na ele ebuna eji achụ alakuba,Abuse
2623,89977081,"any igbo man or woman big and small that is happy over  mazi nnamdi kanu abduction, have a mental problems, ( onye ara ka ọbụ, onye agwụ ka ọbụ, ezigbo onye isi mgbaka ka ọbụkwa, ma bụrụ kwa onye nzuzu na amaghị mgbe ekere nkụ ụkwa) ##url",Abuse
2624,89977082,miri ya na agwọ ọya aqua mmiri mbaka nsọ nsọ nsọ! ##url,Normal
2625,89977083,onye iberibe. onye ara. anu ofia. nkita ara. ike nsi. ##url,Abuse
2626,89977084,"asi ro kwa m na ndi igbo amaro kwa atachi oh, mana hapu lu nu ya ndi ofe mmanu. . .",Hate
2627,89977085,@username nna i bụ ụchụ. lower class citizen when it comes to your culture but you are obeying european culture. efulefu. jee jụọ ase ma nna gị kwụrụ ụgwọ n'isi nne gị maka na agwa gị yiri nke ndị ugwu. ofeke amaghị ụbọchị ekere nkụ ụkwa.,Hate
2628,89977086,"haha! rt @username : o nna gi muru gi nne gi gbaa aka ebe ""@username : bae is not bae if bae is materialistic.""",Normal
2629,89977087,@username that man call mumu #lulu is an idiot #onye ori @username,Abuse
2630,89977088,"@username criminal, thief, onye oshi ,  onye ara, onye iberiberism,eze ndi mkpurummiri you are very stupid simon ekpa thunder fire you lunatic foolish gay.",Abuse
2631,89977089,@username otu agadi nwanyi na so sugar. kedu maka gi na laa nwanne gi nwanyi na nne gi?,Abuse
2632,89977090,"@username onye ọgwụ ego, kidnapper, onye orí, ọkwa izute go moto, nwoke m, bupu komkom a n'ụzọ… hei god…😂😂😂",Abuse
2633,89977091,@username aturu awusa. ewu gambia. nkita calabar. udele  bini. i bu ezigbo anu ohia.,Abuse
2634,89977092,@username aga agwọ ụnụ ji mmanụ,Normal
2635,89977093,"rt @username : rt @username : o kwa nwa nza buwe, o dika o ga-aka nne ya! #igbo #tweetigbo",Normal
2636,89977094,"""@username : ebum nnukwu isi mana isi umu oby ezekwediliaa bu oke isi .  the isi di egwu""ifuro ka nne ha di? isi nko",Abuse
2637,89977095,"mike ejeagha, ichie egwu ekpiri onye ori utaba: ##url nke a bu maka izu uka!",Normal
2638,89977096,"@username go enjoy ndi ofe mmanu, onye ala",Hate
2639,89977097,"@username ana akogherinu!,amaghikwam nkwado ole inyegoro maka oganiru #esn, inoro ebea ako ka onye mgbu ibu,ike udiri mmadu gi adirodim taa-ta sef maka chi. ubochi maara gi mma nnoo.",Abuse
2640,89977098,"@username eiya, am i supposed to cry? na today them begin insult person mama for twitter? onye nzuzu, nne gi amuro gi ofuma. i’ma kwa onye bu nna gi? bastard poverty stricken mkpi",Abuse
2641,89977099,@username ndi ori.oo badge unu .unu che na biafra bu automatic wealth without work .unu che na obu take from d rich and giv d poor.ndi ume ngwu. we hav a good shot at equity and fair play n y'all want to jeopardize it.aka ga ebi unu na ani. chukwu abiama ga ekpu nkata unu ihu na ala.,Abuse
2642,89977100,ajọ nwa agbọghọ 5 pointer ##url,Abuse
2643,89977101,@username you can't do more than ji a gwọrọ agwọ,Normal
2644,89977102,"yoruba...lol""@username : kedu ndi obodo bu ndi ofe mmanu___________? #nnennaquiz""",Hate
2645,89977103,"#ịlụigbo   a chụọ àjà ma a hụghị udele, a mara na ihe mere be ndị mmụọ.  if the vulture fails to hover at the end of a sacrifice, then it means that something happened in the land of the spirits.  this proverb is basically used to express surprise when certain.. ##url",Normal
2646,89977104,@username 😂😂😂.... ndi akpiri ogologo,Abuse
2647,89977105,"@username abu onye agwu, na ime enugu state",Abuse
